Date,Open,High,Low,Close,Volume
2019-01-02,112.01000213623047,115.9800033569336,111.69000244140625,115.20999908447266,4239900
2019-01-03,114.52999877929688,114.87999725341797,112.69000244140625,112.91000366210938,4346700
2019-01-04,114.91000366210938,117.48999786376953,114.44000244140625,117.31999969482422,4477800
2019-01-07,117.5,118.83000183105469,116.66999816894531,118.1500015258789,3751200
2019-01-08,119.66000366210938,120.56999969482422,118.9800033569336,119.83000183105469,4763600
2019-01-09,120.91000366210938,121.4000015258789,119.87000274658203,120.69000244140625,3633700
2019-01-10,120.08000183105469,121.86000061035156,119.94999694824219,121.79000091552734,3910000
2019-01-11,121.58000183105469,121.62000274658203,120.19999694824219,121.45999908447266,3722400
2019-01-14,120.51000213623047,120.6500015258789,119.76000213623047,120.38999938964844,5228700
2019-01-15,120.95999908447266,121.93000030517578,120.81999969482422,121.7300033569336,3507500
2019-01-16,121.58000183105469,122.0,120.83000183105469,121.62000274658203,3841100
2019-01-17,120.55999755859375,122.41000366210938,120.55000305175781,122.19000244140625,5029900
2019-01-18,123.2699966430664,124.72000122070312,122.70999908447266,123.81999969482422,6008500
2019-01-22,123.30000305175781,123.80000305175781,121.54000091552734,122.5199966430664,10052400
2019-01-23,131.3699951171875,135.0,130.30999755859375,132.88999938964844,22063700
2019-01-24,132.6300048828125,133.2100067138672,131.42999267578125,132.52999877929688,6322900
2019-01-25,132.8699951171875,134.44000244140625,132.42999267578125,133.97000122070312,5707400
2019-01-28,133.10000610351562,134.80999755859375,132.5800018310547,134.27000427246094,5357700
2019-01-29,134.2899932861328,135.41000366210938,133.60000610351562,134.3300018310547,5037100
2019-01-30,134.0,135.02999877929688,133.25,134.3800048828125,4500900
2019-01-31,134.4499969482422,134.72000122070312,133.74000549316406,134.4199981689453,4884000
2019-02-01,134.97000122070312,135.1999969482422,133.35000610351562,134.10000610351562,3806000
2019-02-04,134.02000427246094,135.1999969482422,132.99000549316406,135.19000244140625,3966600
2019-02-05,135.27999877929688,135.82000732421875,134.9199981689453,135.5500030517578,5398900
2019-02-06,135.22000122070312,136.64999389648438,135.1699981689453,136.32000732421875,4879700
2019-02-07,133.5500030517578,134.47000122070312,132.1199951171875,133.19000244140625,4379400
2019-02-08,132.33999633789062,133.7100067138672,132.19000244140625,133.7100067138672,3249800
2019-02-11,134.2899932861328,135.14999389648438,133.91000366210938,133.99000549316406,3095100
2019-02-12,135.14999389648438,136.1999969482422,134.86000061035156,136.0500030517578,3317200
2019-02-13,136.9199981689453,137.9199981689453,136.41000366210938,137.52000427246094,4253000
2019-02-14,137.1699981689453,137.60000610351562,136.2100067138672,136.47999572753906,2789400
2019-02-15,137.5800018310547,138.19000244140625,137.38999938964844,138.02999877929688,3844100
2019-02-19,137.80999755859375,138.6999969482422,137.36000061035156,138.6999969482422,3385700
2019-02-20,138.75999450683594,139.24000549316406,137.22000122070312,138.0,3802000
2019-02-21,137.82000732421875,138.35000610351562,137.35000610351562,137.83999633789062,2937300
2019-02-22,138.72999572753906,139.3800048828125,138.42999267578125,139.25,3113700
2019-02-25,140.0,140.47000122070312,139.32000732421875,139.4600067138672,3194200
2019-02-26,139.6699981689453,140.49000549316406,139.47000122070312,139.72000122070312,3060400
2019-02-27,139.25,139.57000732421875,138.39999389648438,139.1699981689453,2530900
2019-02-28,138.77000427246094,139.05999755859375,137.72000122070312,138.1300048828125,3457800
2019-03-01,139.30999755859375,140.0399932861328,138.63999938964844,139.1999969482422,3030000
2019-03-04,139.99000549316406,140.0800018310547,137.1699981689453,138.42999267578125,3406900
2019-03-05,138.3699951171875,138.74000549316406,137.55999755859375,137.8800048828125,4250300
2019-03-06,138.1199951171875,138.38999938964844,136.72000122070312,136.97999572753906,2768300
2019-03-07,136.61000061035156,136.88999938964844,134.6300048828125,135.36000061035156,4358800
2019-03-08,134.2100067138672,135.24000549316406,133.5800018310547,135.08999633789062,3773600
2019-03-11,136.02999877929688,137.72999572753906,135.83999633789062,137.7100067138672,3939300
2019-03-12,138.52000427246094,139.6999969482422,137.86000061035156,138.27999877929688,3954700
2019-03-13,138.0500030517578,139.32000732421875,137.85000610351562,138.55999755859375,3173200
2019-03-14,138.50999450683594,138.94000244140625,138.05999755859375,138.7899932861328,2738600
2019-03-15,139.3699951171875,140.3300018310547,139.22999572753906,139.42999267578125,7153700
2019-03-18,139.8300018310547,140.3699951171875,138.72000122070312,140.2100067138672,3268500
2019-03-19,140.9600067138672,141.6999969482422,140.0,140.49000549316406,3482300
2019-03-20,140.52999877929688,140.6999969482422,138.97999572753906,139.60000610351562,3649500
2019-03-21,139.10000610351562,142.1199951171875,138.8800048828125,141.44000244140625,3605400
2019-03-22,140.97000122070312,141.44000244140625,138.89999389648438,139.4499969482422,3877200
2019-03-25,139.05999755859375,139.91000366210938,138.35000610351562,139.17999267578125,2839800
2019-03-26,139.92999267578125,141.02000427246094,139.4199981689453,140.22000122070312,2553700
2019-03-27,140.41000366210938,140.49000549316406,138.39999389648438,139.24000549316406,3098200
2019-03-28,139.91000366210938,140.44000244140625,139.10000610351562,139.9199981689453,2663900
2019-03-29,140.5,141.22000122070312,140.14999389648438,141.10000610351562,3101400
2019-04-01,141.50999450683594,143.41000366210938,141.50999450683594,143.3000030517578,3984300
2019-04-02,143.35000610351562,143.9499969482422,142.60000610351562,143.0,2404800
2019-04-03,143.64999389648438,144.22000122070312,143.00999450683594,143.6300048828125,2681200
2019-04-04,143.6199951171875,144.13999938964844,142.5399932861328,142.77999877929688,2771100
2019-04-05,143.2899932861328,143.5,142.4600067138672,143.27999877929688,2731800
2019-04-08,143.02000427246094,143.4199981689453,142.8699951171875,143.38999938964844,2118200
