Date,Open,High,Low,Close,Volume
2019-01-02,1027.199951171875,1060.7900390625,1025.280029296875,1054.6800537109375,1593400
2019-01-03,1050.6700439453125,1066.260009765625,1022.3699951171875,1025.469970703125,2098000
2019-01-04,1042.56005859375,1080.0,1036.8599853515625,1078.0699462890625,2301100
2019-01-07,1080.969970703125,1082.699951171875,1062.6400146484375,1075.9200439453125,2372300
2019-01-08,1086.0,1093.3499755859375,1068.3499755859375,1085.3699951171875,1770700
2019-01-09,1087.989990234375,1091.6400146484375,1074.3699951171875,1081.6500244140625,1349900
2019-01-10,1074.93994140625,1079.81005859375,1064.6800537109375,1078.8299560546875,1329900
2019-01-11,1069.9000244140625,1073.3699951171875,1056.4300537109375,1064.469970703125,1543200
2019-01-14,1053.3399658203125,1058.449951171875,1048.550048828125,1051.510009765625,1424500
2019-01-15,1058.010009765625,1088.27001953125,1054.43994140625,1086.510009765625,1875900
2019-01-16,1090.0,1102.3599853515625,1088.010009765625,1089.510009765625,1914000
2019-01-17,1087.989990234375,1100.699951171875,1083.260009765625,1099.1199951171875,1244800
2019-01-18,1108.5899658203125,1118.0,1099.280029296875,1107.300048828125,2244600
2019-01-22,1096.0,1098.969970703125,1070.8900146484375,1078.6300048828125,1981600
2019-01-23,1086.8599853515625,1092.949951171875,1067.5699462890625,1084.4100341796875,1259700
2019-01-24,1082.510009765625,1088.0,1070.02001953125,1084.0,1455700
2019-01-25,1094.22998046875,1103.3599853515625,1091.800048828125,1101.510009765625,1163000
2019-01-28,1090.0699462890625,1093.3699951171875,1074.6099853515625,1079.8599853515625,1466700
2019-01-29,1081.0400390625,1084.72998046875,1066.02001953125,1070.06005859375,985200
2019-01-30,1077.3599853515625,1099.52001953125,1076.6400146484375,1097.989990234375,1472600
2019-01-31,1112.239990234375,1127.6700439453125,1105.25,1125.8900146484375,2011600
2019-02-01,1122.2900390625,1134.4000244140625,1114.25,1118.6199951171875,1655800
2019-02-04,1119.010009765625,1142.3399658203125,1117.510009765625,1141.4200439453125,3920400
2019-02-05,1129.6300048828125,1152.77001953125,1123.5999755859375,1151.8699951171875,4114800
2019-02-06,1149.27001953125,1154.0,1118.3599853515625,1122.8900146484375,2412800
2019-02-07,1111.8199462890625,1111.989990234375,1093.5899658203125,1105.9100341796875,1914900
2019-02-08,1094.8800048828125,1105.0999755859375,1094.239990234375,1102.3800048828125,1088300
2019-02-11,1103.75,1113.4300537109375,1100.0,1102.1199951171875,924900
2019-02-12,1111.010009765625,1132.8599853515625,1111.010009765625,1127.5799560546875,1751800
2019-02-13,1133.0400390625,1142.8499755859375,1126.0,1128.6300048828125,1402100
2019-02-14,1125.0,1136.1300048828125,1117.0899658203125,1129.199951171875,1055300
2019-02-15,1139.300048828125,1139.300048828125,1116.719970703125,1119.6300048828125,1391300
2019-02-19,1116.6400146484375,1129.6400146484375,1116.6400146484375,1126.510009765625,1099000
2019-02-20,1128.8800048828125,1130.9300537109375,1111.75,1120.5899658203125,1204500
2019-02-21,1118.780029296875,1119.1500244140625,1097.97998046875,1104.2099609375,1663600
2019-02-22,1109.699951171875,1117.25,1100.5,1116.56005859375,1471800
2019-02-25,1121.9300537109375,1125.4000244140625,1114.1099853515625,1117.3299560546875,1310400
2019-02-26,1114.3699951171875,1126.43994140625,1106.699951171875,1122.010009765625,1751300
2019-02-27,1114.010009765625,1125.72998046875,1108.56005859375,1122.8900146484375,1104600
2019-02-28,1119.0,1133.989990234375,1118.4100341796875,1126.550048828125,1371100
2019-03-01,1131.0,1150.0,1131.0,1148.52001953125,1704300
2019-03-04,1154.56005859375,1165.52001953125,1138.25,1153.4200439453125,1774500
2019-03-05,1156.0,1176.489990234375,1153.02001953125,1169.18994140625,2004700
2019-03-06,1171.760009765625,1174.739990234375,1163.050048828125,1164.93994140625,1180100
2019-03-07,1160.5,1163.5799560546875,1141.7099609375,1150.8499755859375,1504300
2019-03-08,1133.9000244140625,1153.449951171875,1130.199951171875,1149.969970703125,1184700
2019-03-11,1152.0,1179.9100341796875,1151.5699462890625,1179.260009765625,1501600
2019-03-12,1182.300048828125,1205.7099609375,1182.300048828125,1197.25,2111000
2019-03-13,1205.9300537109375,1207.1199951171875,1197.9100341796875,1199.06005859375,1294400
2019-03-14,1199.02001953125,1204.699951171875,1191.22998046875,1192.530029296875,1365100
2019-03-15,1198.0,1201.719970703125,1187.010009765625,1190.300048828125,2594300
2019-03-18,1189.68994140625,1194.949951171875,1181.47998046875,1188.550048828125,1222100
2019-03-19,1191.719970703125,1203.4100341796875,1189.4599609375,1202.4599609375,1489400
2019-03-20,1201.4000244140625,1229.989990234375,1199.5899658203125,1226.4300537109375,2075400
2019-03-21,1220.0,1236.43994140625,1216.5799560546875,1236.1300048828125,1407500
2019-03-22,1228.8499755859375,1233.6300048828125,1206.0,1207.6500244140625,1721100
2019-03-25,1199.56005859375,1209.43994140625,1190.0,1197.3800048828125,1378800
2019-03-26,1205.18994140625,1207.6500244140625,1181.760009765625,1189.8399658203125,1537600
2019-03-27,1191.9200439453125,1191.9200439453125,1164.22998046875,1178.010009765625,1471400
2019-03-28,1175.5,1177.25,1163.4300537109375,1172.27001953125,1120100
2019-03-29,1180.1800537109375,1183.969970703125,1166.3800048828125,1176.8900146484375,1544500
2019-04-01,1187.5400390625,1200.199951171875,1186.3599853515625,1198.97998046875,1385300
2019-04-02,1200.050048828125,1205.81005859375,1191.239990234375,1205.5400390625,914400
2019-04-03,1212.699951171875,1220.5999755859375,1205.0799560546875,1210.81005859375,1109600
2019-04-04,1211.2900390625,1220.550048828125,1209.0400390625,1219.449951171875,1051100
2019-04-05,1219.300048828125,1220.3900146484375,1210.030029296875,1211.449951171875,1000600
2019-04-08,1211.1099853515625,1213.949951171875,1204.699951171875,1208.280029296875,1087500
2019-04-09,1201.8900146484375,1207.1500244140625,1198.3800048828125,1202.68994140625,983400
2019-04-10,1205.0899658203125,1208.93994140625,1200.6600341796875,1206.449951171875,775500
2019-04-11,1208.9000244140625,1212.739990234375,1204.5400390625,1209.5899658203125,849900
2019-04-12,1215.6199951171875,1223.050048828125,1213.2900390625,1222.72998046875,1215600
2019-04-15,1224.0899658203125,1229.300048828125,1214.56005859375,1226.530029296875,1189800
2019-04-16,1230.0,1235.97998046875,1225.0400390625,1231.9100341796875,1131100
2019-04-17,1237.0,1245.0999755859375,1232.9000244140625,1240.1400146484375,1518300
2019-04-18,1245.0,1245.93994140625,1239.4100341796875,1241.469970703125,1237500
2019-04-22,1236.6700439453125,1254.3399658203125,1233.3699951171875,1253.760009765625,954200
2019-04-23,1256.6400146484375,1274.4300537109375,1251.969970703125,1270.5899658203125,1593400
2019-04-24,1270.5899658203125,1274.0,1259.81005859375,1260.050048828125,1169800
2019-04-25,1270.300048828125,1272.800048828125,1258.0,1267.3399658203125,1567200
2019-04-26,1273.3800048828125,1278.9100341796875,1265.0,1277.4200439453125,1361400
2019-04-29,1280.510009765625,1296.969970703125,1271.7099609375,1296.199951171875,3618400
2019-04-30,1190.6300048828125,1200.97998046875,1183.0,1198.9599609375,6658900
2019-05-01,1197.5,1199.25,1171.6800537109375,1173.3199462890625,3717000
2019-05-02,1172.5999755859375,1179.3800048828125,1158.3299560546875,1166.510009765625,2254900
