Date,Open,High,Low,Close,Volume
2016-07-14,24.34749984741211,24.747499465942383,24.329999923706055,24.697500228881836,155676000
2016-07-15,24.729999542236328,24.825000762939453,24.625,24.69499969482422,120548000
2016-07-18,24.674999237060547,25.032499313354492,24.649999618530273,24.957500457763672,145975600
2016-07-19,24.889999389648438,25.0,24.834999084472656,24.967500686645508,95119600
2016-07-20,25.0,25.114999771118164,24.934999465942383,24.989999771118164,105104000
2016-07-21,24.957500457763672,25.25,24.782499313354492,24.857500076293945,130808000
2016-07-22,24.815000534057617,24.825000762939453,24.577499389648438,24.665000915527344,113254800
2016-07-25,24.5625,24.709999084472656,24.229999542236328,24.334999084472656,161531600
2016-07-26,24.204999923706055,24.49250030517578,24.104999542236328,24.167499542236328,224959200
2016-07-27,26.0674991607666,26.087499618530273,25.6875,25.737499237060547,369379200
2016-07-28,25.707500457763672,26.112499237060547,25.704999923706055,26.084999084472656,159479200
2016-07-29,26.047500610351562,26.137500762939453,25.920000076293945,26.052499771118164,110934800
2016-08-01,26.102500915527344,26.537500381469727,26.102500915527344,26.512500762939453,152671600
2016-08-02,26.512500762939453,26.517499923706055,26.0,26.1200008392334,135266400
2016-08-03,26.202499389648438,26.459999084472656,26.1924991607666,26.447500228881836,120810400
2016-08-04,26.395000457763672,26.5,26.31999969482422,26.467500686645508,109634800
2016-08-05,26.5674991607666,26.912500381469727,26.545000076293945,26.8700008392334,162213600
2016-08-08,26.8799991607666,27.092500686645508,26.790000915527344,27.092500686645508,112148800
2016-08-09,27.0575008392334,27.235000610351562,27.002500534057617,27.202499389648438,105260800
2016-08-10,27.177499771118164,27.225000381469727,26.940000534057617,27.0,96034000
2016-08-11,27.1299991607666,27.232500076293945,26.962499618530273,26.982500076293945,109938000
2016-08-12,26.94499969482422,27.110000610351562,26.94499969482422,27.045000076293945,74641600
2016-08-15,27.03499984741211,27.385000228881836,27.020000457763672,27.3700008392334,103472800
2016-08-16,27.407499313354492,27.5575008392334,27.302499771118164,27.344999313354492,135177600
2016-08-17,27.274999618530273,27.342500686645508,27.084999084472656,27.30500030517578,101424000
2016-08-18,27.3075008392334,27.399999618530273,27.2549991607666,27.270000457763672,87938800
2016-08-19,27.1924991607666,27.422500610351562,27.09000015258789,27.34000015258789,101472400
2016-08-22,27.21500015258789,27.274999618530273,26.962499618530273,27.127500534057617,103280800
2016-08-23,27.147499084472656,27.329999923706055,27.13249969482422,27.212499618530273,85030800
2016-08-24,27.142499923706055,27.1875,26.920000076293945,27.00749969482422,94700400
2016-08-25,26.84749984741211,26.969999313354492,26.670000076293945,26.892499923706055,100344800
2016-08-26,26.852500915527344,26.987499237060547,26.577499389648438,26.735000610351562,111065200
2016-08-29,26.655000686645508,26.860000610351562,26.572500228881836,26.704999923706055,99881200
2016-08-30,26.450000762939453,26.625,26.375,26.5,99455600
2016-08-31,26.415000915527344,26.642499923706055,26.40999984741211,26.524999618530273,118649600
2016-09-01,26.53499984741211,26.700000762939453,26.405000686645508,26.6825008392334,106806000
2016-09-02,26.924999237060547,27.0,26.704999923706055,26.9325008392334,107210000
2016-09-06,26.975000381469727,27.075000762939453,26.877500534057617,26.924999237060547,107521600
2016-09-07,26.957500457763672,27.190000534057617,26.767499923706055,27.09000015258789,169457200
2016-09-08,26.8125,26.8174991607666,26.309999465942383,26.3799991607666,212008000
2016-09-09,26.15999984741211,26.43000030517578,25.782499313354492,25.782499313354492,186228000
2016-09-12,25.662500381469727,26.43000030517578,25.63249969482422,26.360000610351562,181171200
2016-09-13,26.877500534057617,27.197500228881836,26.809999465942383,26.987499237060547,248704800
2016-09-14,27.1825008392334,28.25749969482422,27.149999618530273,27.9424991607666,443554800
2016-09-15,28.46500015258789,28.9325008392334,28.372499465942383,28.892499923706055,359934400
2016-09-16,28.780000686645508,29.032499313354492,28.510000228881836,28.729999542236328,319547600
2016-09-19,28.797500610351562,29.045000076293945,28.3125,28.395000457763672,188092000
2016-09-20,28.262500762939453,28.530000686645508,28.127500534057617,28.392499923706055,138057200
2016-09-21,28.462499618530273,28.497499465942383,28.110000610351562,28.387500762939453,144012800
2016-09-22,28.587499618530273,28.735000610351562,28.5,28.655000686645508,124296000
2016-09-23,28.604999542236328,28.697500228881836,27.887500762939453,28.177499771118164,209924800
2016-09-26,27.90999984741211,28.34749984741211,27.887500762939453,28.219999313354492,119477600
2016-09-27,28.25,28.295000076293945,28.084999084472656,28.272499084472656,98429600
2016-09-28,28.422500610351562,28.65999984741211,28.357500076293945,28.487499237060547,118564400
2016-09-29,28.290000915527344,28.450000762939453,27.950000762939453,28.045000076293945,143548000
2016-09-30,28.114999771118164,28.342500686645508,27.950000762939453,28.262500762939453,145516400
2016-10-03,28.177499771118164,28.262500762939453,28.06999969482422,28.1299991607666,86807200
2016-10-04,28.264999389648438,28.577499389648438,28.157499313354492,28.25,118947200
2016-10-05,28.350000381469727,28.415000915527344,28.172500610351562,28.262500762939453,85812400
2016-10-06,28.424999237060547,28.584999084472656,28.282499313354492,28.47249984741211,115117200
2016-10-07,28.577499389648438,28.639999389648438,28.377500534057617,28.514999389648438,97433600
2016-10-10,28.7549991607666,29.1875,28.68000030517578,29.012500762939453,144944000
2016-10-11,29.424999237060547,29.672500610351562,29.049999237060547,29.075000762939453,256164000
2016-10-12,29.337499618530273,29.4950008392334,29.1875,29.334999084472656,150347200
2016-10-13,29.197500228881836,29.360000610351562,28.93000030517578,29.2450008392334,140769600
2016-10-14,29.469999313354492,29.542499542236328,29.282499313354492,29.407499313354492,142608800
2016-10-17,29.332500457763672,29.459999084472656,29.19499969482422,29.387500762939453,94499600
2016-10-18,29.545000076293945,29.552499771118164,29.362499237060547,29.36750030517578,98214000
2016-10-19,29.3125,29.440000534057617,28.450000762939453,29.280000686645508,80138400
2016-10-20,29.21500015258789,29.344999313354492,29.082500457763672,29.264999389648438,96503200
